,passenger_count,year,month,day,dayofweek,hour,minute,second,distance
3028,1,2009,5,29,4,9,53,56,0.6004815430001905
9723,2,2009,9,8,1,1,4,0,1.6149959896156727
14252,2,2014,6,19,3,11,33,0,0.9268076757876431
12281,1,2013,5,11,5,12,0,23,0.592296260981006
4842,1,2013,7,21,6,2,50,0,0.5023115973505604
4871,5,2012,8,18,5,14,38,0,3.0200634188602904
14089,6,2014,8,21,3,10,7,0,0.9209467595730514
16024,3,2015,2,7,5,23,38,42,1.7872820120221726
5766,6,2014,12,31,2,15,26,0,0.3509232109125661
9872,2,2013,4,20,5,18,30,14,1.6102084732712487
5666,1,2012,11,23,4,5,9,17,0.39211004175507824
119,3,2010,1,3,6,10,20,12,0.9453803904796227
11822,1,2009,7,15,2,20,24,0,1.679075288228322
2440,1,2010,9,2,3,8,11,5,1.693231896110949
602,2,2009,7,25,5,15,42,18,1.880452305673722
14021,2,2012,9,2,6,15,38,0,2.7051961393021653
12943,1,2012,9,8,5,10,1,49,0.9180222214797681
4649,1,2009,8,28,4,14,7,50,6.063453419591394
14169,1,2013,11,6,2,14,8,0,2.271967344504468
6601,3,2009,12,2,2,7,53,0,1.3346966328776122
11430,1,2014,12,19,4,3,26,2,4.479311885649715
4894,1,2010,1,12,1,19,58,51,0.697681342096915
6116,1,2009,5,20,2,20,11,0,0.8408826390435471
445,1,2015,2,16,0,17,12,44,0.8329081990887339
5387,1,2014,12,30,1,12,28,24,0.5690276322681428
5816,1,2009,4,19,6,11,41,0,0.6635631874849142
7848,1,2014,9,26,4,23,6,0,2.1023845565983192
8829,1,2011,8,4,3,14,41,4,0.8587465302358409
15404,1,2015,2,15,6,11,22,25,0.3493670339121738
15779,1,2012,4,24,1,11,32,2,6.335671013218873
4837,1,2013,9,21,5,4,50,5,3.0008891084943174
92,2,2015,4,3,4,16,21,30,1.23635955482585
8835,1,2015,3,13,4,13,0,30,0.7200328984612052
10948,3,2010,2,16,1,22,9,17,0.7041076466693421
8102,1,2011,5,30,0,2,37,59,3.1471546000313286
2300,1,2011,7,12,1,9,21,26,1.8902039798490597
15209,2,2015,1,23,4,13,49,0,1.8268454161361423
1101,1,2015,4,10,4,1,45,50,4.543823058150134
15536,1,2012,7,28,5,22,49,45,2.4150511634181058
3293,2,2014,9,26,4,14,23,0,1.003373905904083
1539,3,2015,3,10,1,17,5,50,0.5159717107666281
15712,1,2014,3,30,6,18,5,0,0.9168380567212153
582,5,2012,2,17,4,8,14,0,12.530158883380317
3946,1,2011,3,23,2,7,22,0,1.569411748305299
9287,3,2013,2,22,4,22,43,0,0.573788330455627
4585,6,2011,11,6,6,1,54,0,1.1757245886122296
93,1,2009,1,9,4,15,1,20,0.8059805347517476
6959,1,2013,2,2,5,13,43,0,2.2893400088226747
5838,1,2013,10,5,5,6,40,0,0.5243210928250176
12659,1,2012,7,3,1,20,6,0,4.196913673302338
5026,2,2011,1,25,1,10,0,39,0.496275348387185
13214,5,2009,12,4,4,23,45,0,4.092375500649967
12149,2,2013,10,20,6,0,17,0,2.5743428763369454
9447,1,2012,8,14,1,19,47,48,3.2386148370558607
2256,1,2010,2,15,0,11,12,17,0.3243469346494026
13773,1,2013,7,24,2,19,19,8,1.7196850227647724
13326,1,2012,10,31,2,10,20,24,4.87992997210892
6694,1,2013,4,1,0,7,3,17,0.8385386258103129
3961,1,2013,6,18,1,14,54,41,0.4123528769587505
13922,2,2011,3,6,6,0,5,19,3.096470095555089
15123,5,2014,12,5,4,19,5,0,0.49506838377333434
11703,1,2010,4,6,1,7,9,0,0.591556324450011
3739,1,2010,11,17,2,18,6,22,0.6215564136337975
4075,1,2012,12,28,4,13,41,0,5.331400684797807
10907,1,2010,12,22,2,12,46,0,0.3532913945953993
11664,1,2011,5,9,0,13,47,0,0.7266524154011752
13755,1,2012,11,21,2,10,24,0,0.43840845920094423
2322,1,2014,10,6,0,17,28,0,0.6797237598122899
5942,1,2014,3,1,5,23,11,0,4.168031961758191
7481,2,2009,10,31,5,23,25,18,2.2521522453198517
5862,2,2010,5,7,4,8,14,47,1.6907873508479188
3813,1,2010,7,9,4,8,52,10,1.5010649259558508
12531,2,2015,5,30,5,23,27,41,1.4545101334205004
4796,2,2011,5,4,2,23,51,0,1.2232488440524858
1905,1,2014,12,3,2,8,38,7,2.1766108648782305
9581,1,2009,11,27,4,19,38,0,0.7064912960349277
2195,2,2013,5,4,5,20,32,10,2.348073002591301
15718,3,2010,5,8,5,18,56,55,1.3726510778573022
6700,5,2010,9,30,3,21,16,0,1.6140686022888326
15614,1,2010,5,31,0,23,6,0,1.3406702045723933
15192,1,2014,12,20,5,19,35,0,1.9157854032969996
1016,2,2011,2,26,5,1,29,28,3.424957862196009
4283,3,2013,8,20,1,18,11,0,1.1136083724463548
12518,1,2014,3,7,4,16,28,0,1.6556235131515993
8058,2,2011,12,20,1,15,56,12,4.165637462187974
2877,5,2013,6,22,5,0,32,0,1.3580301678204176
8124,2,2013,4,30,1,20,33,7,1.589224646574081
10271,1,2010,11,18,3,9,11,59,0.5108932773948731
5626,1,2010,12,15,2,15,12,0,7.600122143226171
9352,1,2014,11,22,5,12,23,53,0.7874681662570778
13464,2,2012,12,15,5,23,49,10,1.92343226531771
9200,4,2013,5,27,0,19,5,0,0.6241034569190769
13332,1,2013,10,15,1,10,54,27,0.4649540144986
5230,1,2014,12,7,6,9,18,35,2.988374683419205
9433,2,2010,11,16,1,12,23,0,5.204210525328904
9445,1,2009,10,17,5,21,20,0,1.1883726813605606
10456,1,2011,11,22,1,9,0,7,2.22429128123282
9402,1,2009,11,22,6,15,45,0,1.7654451198667533
9850,1,2009,8,3,0,7,37,48,1.1190797640844246
13768,1,2013,2,18,0,7,45,28,0.3982318866941052
9666,1,2012,2,15,2,18,28,0,0.6174067747421779
3450,1,2009,8,29,5,12,35,36,2.346693632115824
15953,1,2012,10,24,2,18,19,22,2.1099285181596175
15700,1,2012,2,12,6,16,9,41,0.8900832420401782
12370,1,2014,1,31,4,21,23,45,3.014085073074983
9195,3,2015,5,16,5,22,0,47,0.46020836126806935
453,1,2011,6,2,3,14,4,0,1.1330253387695277
9369,1,2009,6,20,5,12,49,35,2.6945073049431545
5010,1,2011,12,15,3,15,22,0,1.1482416356720797
11316,1,2015,6,16,1,19,29,20,0.49505886792096976
9977,4,2013,1,2,2,17,6,35,1.10419143207282
1914,5,2013,10,6,6,11,2,0,0.7220139000979168
11071,1,2011,1,14,4,23,18,26,3.0176578951947453
14568,1,2013,6,23,6,2,3,0,2.110572655660347
3528,1,2012,7,4,2,14,21,34,1.108741080797319
10639,4,2014,12,27,5,23,5,27,1.6476862856800079
6338,3,2012,5,30,2,18,36,55,0.5620419612320805
13639,1,2012,8,11,5,15,34,0,1.9615794415854149
10815,1,2014,10,7,1,15,9,39,1.7434522960937073
1708,6,2013,6,27,3,11,50,0,3.6976252750482157
547,1,2011,2,22,1,13,35,0,1.6874144005269631
8977,1,2014,3,15,5,11,53,0,0.34590711158751464
7144,2,2010,6,21,0,14,20,0,0.5265229976757339
75,2,2010,8,16,0,1,33,0,2.1231525202660837
3546,2,2011,6,28,1,19,32,38,0.9757078505602692
14650,2,2011,5,21,5,9,59,41,0.9809827361539509
15086,2,2009,1,23,4,17,54,41,0.5650025575209479
13356,4,2011,12,10,5,0,27,26,0.8971452422947968
2136,3,2009,12,17,3,18,46,37,0.45698782435620117
7423,3,2013,7,16,1,20,51,0,3.904224497109849
6788,1,2015,2,23,0,1,5,52,0.8985836410476531
7179,1,2010,5,20,3,12,52,45,3.145002817151458
2334,1,2010,12,15,2,11,58,22,1.6775339600214878
13299,1,2010,8,6,4,11,58,0,1.1696133509638846
5332,1,2013,12,12,3,7,34,0,0.849916426024728
4554,1,2009,11,10,1,18,50,0,0.9801184518774164
12469,1,2009,3,19,3,15,39,48,0.8045087660169384
3198,1,2010,6,10,3,22,47,18,1.294493749107525
8798,1,2015,1,11,6,17,52,0,2.3137270192001957
14819,5,2009,9,20,6,3,1,0,2.6659553453384763
8195,1,2011,11,15,1,7,16,17,4.288511488980344
12694,1,2011,7,7,3,21,23,43,0.983341728086771
5181,1,2015,6,7,6,14,1,23,5.589183857891471
2984,4,2012,6,7,3,3,31,49,1.9940944114466648
12440,2,2010,11,26,4,13,48,31,0.8659824705064075
9503,2,2014,1,11,5,14,38,0,1.5400426181776563
2888,2,2013,7,22,0,23,4,3,1.439742939740179
10977,1,2014,9,25,3,22,1,21,0.3961028119659817
610,1,2012,10,22,0,10,43,0,0.7907996277034491
7312,1,2011,10,6,3,13,34,34,0.9690597240356045
10095,1,2013,2,10,6,11,39,0,1.454841878312661
10676,2,2015,3,4,2,14,35,25,2.165386986131553
9368,1,2014,8,15,4,14,50,0,0.4299893916231246
5392,5,2011,11,5,5,12,54,0,0.48485691126941693
1502,2,2013,1,4,4,22,32,24,4.623970657531918
14119,1,2013,10,28,0,10,45,0,2.1897577234982166
6041,1,2010,12,14,1,20,52,0,1.1868872006859428
3751,1,2011,8,8,0,21,16,17,1.681768777934432
2653,1,2011,6,16,3,9,56,0,2.7512276526231414
5458,1,2009,3,27,4,14,52,53,1.5348716495487442
5667,1,2013,4,7,6,23,51,0,2.3873971842854793
11723,1,2013,9,17,1,21,20,0,1.2515426275157313
12726,1,2012,7,16,0,15,52,0,0.8414950076814977
4785,1,2011,7,31,6,14,45,24,0.4102357942412024
3453,1,2012,5,22,1,13,40,58,0.8918756436561392
3929,1,2014,12,13,5,8,13,27,2.16248247328703
4743,1,2009,12,17,3,8,15,0,0.4285640797078869
5797,2,2012,12,1,5,22,28,0,1.6243058618145916
9692,1,2011,3,15,1,20,21,36,3.305276262312304
9599,1,2012,1,2,0,18,21,0,0.4991214252852858
3490,6,2012,6,11,0,13,32,0,1.6805734596761166
12479,1,2013,6,24,0,18,56,0,1.7507851950278508
4144,1,2009,3,6,4,7,19,0,1.497956766441628
7434,4,2011,10,5,2,8,53,0,0.7316323746058999
10400,1,2010,10,7,3,20,15,0,0.7694505380977615
10535,1,2011,2,10,3,22,42,45,2.7630024548238183
6889,1,2011,12,8,3,18,31,41,0.6363863311170823
5722,1,2009,7,30,3,20,17,37,1.5513135416434918
1440,1,2013,2,22,4,17,43,0,0.7401820760463288
14721,1,2015,4,26,6,15,35,40,3.0031505914653565
7176,5,2011,5,15,6,3,45,0,1.8905759250253311
5066,1,2011,10,20,3,20,37,0,1.751772050887695
15380,3,2010,12,11,5,4,12,0,1.8093653921656603
4470,1,2012,8,28,1,17,12,55,1.0942753848450306
5706,1,2012,4,9,0,20,16,0,1.3460314084849272
7054,5,2009,10,21,2,9,57,0,1.965660296941544
2383,2,2009,3,21,5,3,53,0,0.7654605062579155
10325,1,2009,4,23,3,16,44,0,0.9358995446973125
9991,1,2015,3,4,2,20,18,2,8.763126109659938
1270,1,2009,7,21,1,21,7,0,1.924531430942312
6588,1,2012,5,14,0,18,38,51,2.5821614473773593
2580,2,2012,5,8,1,11,17,0,0.6183288414817595
11414,1,2013,3,26,1,16,21,2,1.1605532963085303
7881,3,2009,10,11,6,1,19,0,2.3473929771163013
11982,1,2010,7,21,2,14,57,0,0.4917282660696052
1395,1,2012,1,8,6,1,33,31,2.751056540031691
1500,1,2015,3,11,2,11,53,55,2.5793355439271823
3873,2,2014,5,29,3,16,35,0,1.2310312622776758
686,1,2011,12,2,4,19,50,13,0.7609503448324664
7786,4,2013,5,10,4,17,52,0,0.5513793984932313
2774,5,2012,3,7,2,9,57,0,0.6518010279903605
311,4,2009,3,13,4,17,43,18,1.9663376972331728
7639,2,2011,7,30,5,13,20,0,0.5826387225281647
15064,1,2011,10,5,2,20,23,0,1.2656149838308983
7669,1,2010,9,7,1,12,32,46,3.1973672202665298
7298,2,2012,6,22,4,8,45,0,0.9700932229224981
14087,2,2012,5,26,5,20,16,37,3.6579277560111034
4420,3,2011,10,12,2,19,26,0,0.5487839494270731
8813,1,2011,6,3,4,7,23,22,2.075475355512601
722,1,2010,10,31,6,1,12,41,1.5099773895542694
12635,1,2014,11,9,6,2,39,53,1.4815109740078183
5683,2,2011,4,8,4,20,50,0,0.6172834882899515
10154,1,2011,6,1,2,18,26,3,0.8175135866135056
5480,1,2011,6,7,1,19,46,0,0.30322906903332225
12275,1,2013,6,27,3,19,22,0,3.111759102247744
6065,1,2009,11,21,5,11,39,53,2.74370095986972
5048,1,2009,10,5,0,12,39,40,0.5840716405669231
12351,6,2013,1,30,2,19,27,0,2.470184711710609
480,1,2009,7,16,3,18,4,0,0.7981860425782457
6407,1,2009,6,18,3,10,27,21,1.8570346287077129
4042,1,2013,8,9,4,19,55,20,3.0040075314324732
10576,5,2011,7,8,4,14,10,0,1.2239829640174724
15151,1,2012,12,10,0,12,15,0,0.5585145652081842
5825,2,2010,9,19,6,3,37,0,0.24584801615969137
10467,2,2014,11,29,5,20,21,0,0.6540169004022868
13088,1,2013,9,17,1,11,47,0,1.438838409411322
7607,1,2011,8,30,1,8,4,0,3.768050078018569
13082,3,2012,7,21,5,1,28,28,0.6253119883696524
1688,1,2014,11,29,5,22,1,0,1.0979072853133638
15102,1,2011,6,14,1,19,24,31,2.0854145340460417
7228,1,2015,1,6,1,17,45,31,2.045609375303234
4569,1,2010,3,26,4,11,32,20,1.8612326237486145
1587,1,2015,3,12,3,21,54,14,8.13190054381956
10975,1,2013,2,28,3,11,11,0,8.204598870294394
3694,6,2015,5,9,5,19,24,7,1.6968229088976643
570,1,2012,9,21,4,14,4,49,0.5751186049969357
15802,1,2010,8,21,5,4,24,0,0.6903300737967742
268,2,2012,11,18,6,12,17,0,1.544040690806155
6412,2,2012,7,1,6,14,44,0,1.8624163241780105
3487,1,2009,12,23,2,20,25,23,0.6320664184950124
8682,1,2012,6,12,1,18,44,0,0.8611093210580304
2952,1,2011,6,30,3,13,42,0,1.115369575372957
11230,1,2010,6,10,3,8,20,0,0.8298433718047511
10999,1,2010,9,24,4,11,4,26,1.0588976200623634
772,1,2012,11,18,6,15,58,0,1.1574739406237482
10844,1,2010,4,10,5,18,47,0,1.8676275042071362
5113,1,2014,10,16,3,23,33,34,6.435273563602419
15816,1,2009,11,3,1,21,20,47,1.7306218121551742
12429,1,2013,4,21,6,14,28,26,1.4341367211128804
1960,1,2013,5,10,4,20,8,54,1.2686268875006106
9734,1,2015,5,14,3,17,0,2,0.8004026364369389
4403,1,2011,5,14,5,15,47,32,0.611299647749053
8938,1,2014,2,1,5,3,15,14,4.269893972704988
6918,1,2013,10,3,3,22,16,0,0.8072377230581775
3886,1,2015,2,1,6,17,56,7,2.015077328614555
10222,1,2011,3,31,3,23,14,56,10.764810912453422
10740,1,2011,9,18,6,1,28,0,2.729238599937213
8909,1,2013,11,29,4,15,50,0,2.905308042878875
1577,1,2013,1,31,3,21,53,0,1.8672597024454411
14193,1,2009,6,9,1,19,27,42,1.09561341324435
12824,1,2013,12,21,5,9,38,28,4.146290413374316
3064,1,2013,5,28,1,23,11,0,1.866177648145565
1720,1,2014,6,6,4,11,42,0,0.6322881456873527
4784,1,2010,8,21,5,13,35,0,0.867731920781066
5995,1,2013,2,14,3,9,21,54,0.39132240355870346
9213,1,2010,5,24,0,9,29,33,1.423908397860115
225,1,2014,8,5,1,11,44,33,0.7354717572808471
1195,1,2011,9,20,1,8,52,31,0.725986309188538
12004,2,2009,3,18,2,18,22,0,2.3409326303645708
1079,1,2013,6,9,6,13,42,0,2.529898048130508
2450,3,2012,5,16,2,13,25,0,0.5880479982532015
1674,1,2012,8,1,2,14,9,0,2.452935813551141
13751,2,2013,3,28,3,21,24,0,1.1093801952279783
10540,1,2012,2,9,3,22,58,3,1.207092610855641
5863,1,2012,2,23,3,7,54,7,1.8060261927650283
291,2,2013,9,21,5,2,54,0,1.101659777956331
15875,2,2011,8,13,5,10,24,20,0.6838831892680688
15410,1,2013,8,6,1,7,48,17,5.214279994405848
5308,5,2010,6,24,3,12,51,0,0.5217057455095397
11236,1,2011,6,15,2,20,9,0,1.0185339903361137
9463,1,2012,4,24,1,8,20,0,1.632603904695065
11972,1,2010,11,10,2,15,26,0,0.5729077034924261
6508,5,2010,12,15,2,11,58,0,9.797862970355402
12336,1,2011,7,15,4,2,17,51,2.1851437802132625
236,1,2010,1,8,4,0,28,0,1.253103689058506
4249,1,2012,9,30,6,13,10,0,0.8064830188382509
5343,1,2015,3,3,1,15,38,57,1.214541735881178
3935,1,2010,8,7,5,6,7,30,1.59575534327717
2008,1,2010,4,21,2,9,11,37,1.2925793064255267
13523,2,2012,1,28,5,12,35,4,0.8418446301676357
1471,1,2012,2,14,1,5,55,49,0.6580119562123026
15036,1,2013,11,24,6,13,29,18,2.910481289786581
14389,1,2015,4,10,4,9,40,5,1.1513397796606493
12788,1,2014,12,4,3,7,55,59,0.9552960744868766
15004,5,2010,5,12,2,10,21,0,0.8433782763027077
12511,1,2012,7,6,4,10,28,50,3.0648138662189988
15612,1,2014,2,7,4,8,48,0,1.5229150229964106
6396,2,2011,3,22,1,17,0,55,1.8369003391613816
6040,1,2010,5,27,3,20,10,52,1.8306531156505617
12972,2,2011,3,21,0,9,21,41,2.380796187605
7230,1,2011,3,14,0,7,16,0,1.376986861012094
6740,3,2013,9,26,3,5,11,0,1.626260416887182
14100,1,2009,3,18,2,13,12,33,1.944891106856921
5976,6,2013,10,31,3,9,38,0,1.7068633173320975
13478,1,2013,10,22,1,20,9,47,0.9386064352849537
2790,2,2010,11,21,6,12,31,14,0.6524175140489814
15923,1,2013,3,9,5,4,54,0,0.548807596614237
14589,1,2011,12,8,3,2,40,50,0.6753454802899804
11046,1,2014,3,11,1,22,28,0,1.3093085295643048
9613,5,2011,9,15,3,21,54,0,1.335517362062674
2075,1,2010,1,6,2,12,27,0,0.9093657130182622
5457,1,2013,11,20,2,6,52,0,0.4464852961128668
10925,3,2011,12,18,6,5,43,0,0.6315092730143159
2366,1,2013,8,9,4,1,47,0,7.8408636902329745
13888,1,2011,4,7,3,11,29,49,1.1151466054348842
2908,1,2011,11,14,0,22,54,0,1.4431134499376639
15829,1,2011,5,20,4,7,16,30,3.1158106430008012
11938,2,2009,1,23,4,4,20,0,0.7510700433680069
2524,1,2014,6,30,0,22,59,31,1.2527091692044034
4112,1,2010,9,18,5,19,57,4,0.8109483071102493
8755,1,2013,11,12,1,15,24,0,0.8811408328624921
14585,1,2010,1,5,1,8,12,26,1.298556478117652
12038,1,2013,9,11,2,8,1,20,3.7018461911472413
2379,5,2010,9,4,5,0,30,0,2.313940420822002
9565,1,2013,6,22,5,1,42,36,1.4912966713442466
12514,5,2010,5,16,6,18,55,0,0.5871454355808742
1141,1,2013,4,25,3,0,31,0,1.863378278538822
541,1,2014,7,7,0,13,52,0,2.620379968520904
9522,1,2012,10,4,3,14,48,20,1.6610392610535745
199,1,2013,1,5,5,21,36,0,0.48447770894071085
5718,1,2010,1,2,5,11,20,0,0.5803325659850512
9045,1,2011,12,22,3,12,42,42,0.8615773398245206
5363,1,2012,5,21,0,8,20,11,1.1101274747743954
6134,1,2013,7,26,4,18,28,0,2.788750095955768
7729,4,2011,7,28,3,8,25,0,2.9252359693837366
2801,1,2012,10,8,0,22,48,16,1.500833292322092
6551,3,2011,7,10,6,19,7,57,0.5296908384661092
4713,1,2010,1,29,4,8,14,47,1.3022013269223305
4134,2,2010,4,16,4,16,7,0,3.1273796716122075
14625,1,2009,1,14,2,17,17,21,1.209743428896597
16009,2,2009,9,13,6,1,7,20,5.628671879067275
12967,2,2013,3,22,4,17,8,49,1.0174168919612034
1409,1,2014,5,6,1,18,33,9,0.39363204588306705
3543,1,2009,3,8,6,15,24,0,5.2887774652639195
11729,1,2012,2,13,0,21,19,52,2.680231898197102
8368,3,2013,1,3,3,18,40,59,0.6571430973384612
3513,1,2011,2,26,5,18,39,0,1.935490821715224
14283,1,2012,12,24,0,13,47,0,0.49746466680954876
7629,4,2011,8,7,6,12,42,32,0.5827865673055217
10945,1,2011,10,21,4,13,1,35,0.9170253646444068
9811,1,2011,5,6,4,16,35,25,1.6007918558639624
430,1,2011,5,17,1,7,53,19,1.8691342656089627
8816,1,2015,2,5,3,11,50,39,2.885279342486248
8343,1,2014,9,7,6,20,49,52,5.714970622802052
13084,1,2009,2,9,0,20,29,0,4.312407745097941
6216,3,2010,6,3,3,18,47,0,0.8984431454701518
15838,1,2013,8,25,6,0,8,56,1.4043892960602085
15412,2,2012,6,8,4,18,36,0,2.674616259060058
744,3,2009,8,10,0,18,12,0,1.788726687132478
2868,1,2015,1,7,2,17,5,40,0.36906877252288944
8849,2,2013,4,18,3,9,52,0,0.9528751014229274
4581,5,2009,12,14,0,18,43,0,1.6537594794470063
10036,1,2010,1,1,4,9,29,53,0.6483011927652191
12949,1,2013,11,14,3,0,9,0,4.677221817514601
5280,2,2012,3,7,2,21,54,33,1.7996590504149754
12205,1,2012,12,30,6,19,10,46,0.4549046984196361
15707,3,2011,5,2,0,15,32,0,5.846087685402595
1575,1,2009,6,21,6,9,55,27,2.5589353128996013
5270,1,2014,1,17,4,7,58,23,3.321970928794892
15070,1,2012,4,21,5,1,3,0,6.179840386348839
15291,6,2012,6,1,4,14,36,0,0.9562292066999788
7437,1,2012,6,7,3,18,1,29,1.1824572700691958
14599,1,2013,5,16,3,13,41,0,2.2518378854257683
7549,1,2015,4,25,5,20,12,32,0.7091044065416423
12064,2,2014,10,25,5,7,26,42,5.517148779938982
5734,3,2013,7,21,6,18,30,35,3.0145540344846005
10340,3,2013,6,4,1,18,58,0,1.9440309352974643
13725,2,2011,9,16,4,9,5,0,5.072509713552149
7044,2,2009,10,10,5,14,5,0,0.3236160313750895
4855,2,2012,12,14,4,7,23,0,0.7175010295144099
12519,1,2015,3,19,3,9,12,5,0.9263658326070793
8333,1,2010,11,29,0,7,44,23,1.1470089125093783
4621,2,2015,5,31,6,9,35,57,0.9255768359917071
9865,1,2013,11,5,1,12,0,0,0.96468027323103
9030,1,2015,2,20,4,0,51,35,4.057990366111175
5344,5,2014,6,20,4,23,11,0,1.1675127785870794
6886,1,2012,8,1,2,22,1,0,2.904300335875472
12148,1,2009,9,28,0,6,10,23,3.944534558529285
3779,2,2010,1,25,0,15,14,11,1.2089423477784813
8722,1,2014,7,9,2,14,36,36,1.7535017887881548
9223,1,2011,11,7,0,10,38,19,0.4814907872076702
8235,2,2012,5,19,5,22,51,4,0.8331416663699392
9559,1,2013,3,14,3,12,13,35,0.4940260548083405
10861,1,2014,3,8,5,3,5,27,1.1264469499868832
6991,5,2010,11,2,1,23,32,0,1.9674618420539969
962,4,2015,6,22,0,17,51,38,2.83298441252364
4827,2,2015,3,1,6,10,53,11,3.3420024947423967
961,1,2014,11,23,6,8,42,0,2.1209803659010245
8886,1,2012,4,6,4,6,1,0,2.0559281083290912
10054,1,2012,3,14,2,3,47,29,1.9906682494684453
7724,1,2014,2,18,1,15,56,0,2.3558837100896874
3226,2,2013,12,16,0,19,11,0,2.0276677949670345
14400,1,2014,6,24,1,18,45,36,0.6375716804867226
6945,3,2009,10,1,3,11,46,45,6.4036917828233015
9086,1,2009,8,2,6,0,32,49,5.556597163098013
7385,1,2013,5,16,3,22,58,58,1.1736857335645612
7853,5,2010,5,26,2,8,12,0,0.8871721100727182
11415,6,2014,5,30,4,0,7,0,1.6365733463388437
6528,5,2013,10,15,1,19,50,0,0.6112724124504528
6769,2,2012,9,22,5,14,39,0,2.7540159982959485
3773,1,2009,4,6,0,20,31,0,3.9224096297759137
8316,2,2010,9,8,2,19,36,0,0.5567603547517327
5640,3,2011,5,29,6,12,8,9,1.2691174280638875
8431,1,2009,2,12,3,11,39,56,1.2041116308727187
7685,1,2011,4,23,5,19,58,4,1.7237418048914654
15145,1,2013,7,9,1,15,7,57,0.6347195078476976
7374,1,2009,10,29,3,17,47,0,4.5466972428659895
2596,1,2011,1,26,2,18,46,0,3.1164954712100714
7801,2,2012,1,15,6,11,10,0,3.572000747250067
439,1,2009,11,28,5,17,12,0,1.458666779074788
11453,1,2009,10,26,0,22,57,8,0.5111839611356617
7036,1,2010,10,27,2,7,23,13,3.120218461374226
13619,5,2010,4,6,1,19,49,0,1.5527887360875696
13198,1,2011,1,19,2,11,24,39,0.3735703464969328
13022,1,2014,5,21,2,14,17,43,1.8876127017313118
11400,5,2011,12,9,4,20,54,0,1.3254230437528238
4479,6,2015,1,21,2,7,20,53,2.4831551832841336
2686,1,2009,12,25,4,14,29,0,3.8795642937911685
14499,1,2013,7,17,2,12,44,4,1.1780601882480684
3926,1,2011,1,3,0,10,52,18,1.3615541114919611
4352,1,2014,12,15,0,23,39,4,3.0870008170466
15794,1,2011,2,26,5,9,48,46,0.671941278249222
7628,1,2010,7,18,6,8,29,0,0.6724311386344763
5915,3,2010,12,9,3,20,26,0,0.6111485976991652
5504,1,2010,5,6,3,13,17,12,2.50178055354359
1391,1,2012,3,24,5,11,45,12,2.0529109519624327
12451,2,2009,9,13,6,18,6,0,1.7104994872507515
10714,4,2015,6,24,2,15,46,15,0.2912563113129
6222,1,2011,3,18,4,14,25,36,1.2943692014230697
10381,2,2014,2,12,2,22,37,27,1.1281079703992483
10932,1,2010,5,21,4,20,39,25,3.0383435233573515
15345,1,2011,5,10,1,9,44,0,0.7092172964855948
7656,2,2014,8,15,4,7,7,0,1.5494014581825144
9604,1,2010,7,16,4,17,47,33,1.0194941822498218
4856,1,2013,1,27,6,5,29,32,0.25609687712349805
9683,1,2011,9,28,2,15,9,35,3.7574166997296943
6861,1,2010,4,15,3,7,49,0,0.830284316076611
14748,1,2015,3,2,0,7,30,18,0.902312496107147
1887,1,2009,3,16,0,16,31,0,0.8449254903573923
3110,1,2014,11,1,5,2,3,0,7.214478384150933
10490,1,2013,3,8,4,10,13,52,0.32851974224891317
13294,1,2010,6,23,2,18,51,9,1.3966099707207318
313,1,2011,11,24,3,1,58,25,6.850966946630553
855,1,2010,12,4,5,23,56,0,0.3455552205133617
14276,1,2015,4,20,0,21,15,0,0.9418395439995437
9643,1,2010,4,2,4,14,6,43,5.9913530392944905
15373,1,2015,2,16,0,15,26,24,8.652054533418635
9064,1,2014,6,5,3,7,44,6,0.9077599552423091
10531,1,2014,4,3,3,11,39,0,0.48265404731758793
6785,1,2012,3,15,3,15,35,39,3.9032601306553127
4168,1,2010,5,1,5,10,5,0,2.1482169308053827
9282,6,2013,8,16,4,14,4,0,1.6886740231866397
1009,1,2012,9,23,6,11,16,6,3.263943190069027
177,2,2011,8,31,2,13,47,2,1.9165685325960995
8202,5,2015,5,12,1,7,19,28,1.3098403445087807
4055,5,2014,7,25,4,11,49,0,1.5064593010622185
9957,2,2012,10,8,0,15,25,44,0.8422963651921347
12375,1,2010,6,25,4,14,5,14,1.8175448643039755
11691,2,2010,2,17,2,22,1,0,0.7634087687770488
5198,5,2009,12,2,2,21,30,0,1.2972808924254842
2795,1,2009,8,14,4,19,3,0,2.2936998347249324
1310,1,2012,3,2,4,9,44,45,0.7754864308085813
7085,2,2009,3,6,4,20,33,0,2.1062658053097856
7949,1,2010,8,23,0,9,39,44,1.822063366421386
8070,1,2011,6,7,1,20,10,4,0.885328248067183
7145,1,2012,9,24,0,10,35,9,0.9536311306097823
4046,4,2011,5,21,5,20,27,0,1.445906352564565
1973,1,2011,11,17,3,18,5,51,3.5680147094836716
15091,2,2011,12,24,5,8,58,0,2.708186868089677
5492,1,2013,2,15,4,8,17,51,1.282038976251973
11287,1,2014,9,8,0,6,39,0,1.2793753006988007
58,2,2012,7,19,3,23,53,14,3.9423077479159994
8658,1,2014,4,9,2,17,27,11,0.9116223346355626
9329,1,2009,5,6,2,18,15,0,3.6513360767196192
6328,3,2009,2,8,6,13,57,20,1.009954438594062
8810,1,2010,10,23,5,12,0,0,4.755876491821883
2238,2,2009,9,21,0,15,8,0,1.9395337602523313
