,passenger_count,year,month,day,dayofweek,hour,minute,second,distance
8804,1,2010,5,23,6,12,34,0,1.6572603142768227
10671,2,2012,2,24,4,22,14,27,1.2178557172324882
7038,5,2011,12,14,2,11,16,0,1.2308119754907318
757,1,2012,7,5,3,12,23,0,0.8192908931953327
8726,1,2009,6,1,0,5,32,25,3.779676012901748
8171,6,2012,3,8,3,20,1,0,0.749505995181319
11533,1,2012,6,7,3,12,11,0,6.1550173622425195
3347,1,2013,7,8,0,20,1,0,0.8487223553139441
13859,2,2015,4,28,1,7,10,32,2.136587024142826
10126,2,2013,2,27,2,13,41,40,2.884497031586453
3080,1,2011,2,12,5,10,20,0,1.2626663964056584
12543,1,2014,5,7,2,10,36,47,3.0580438782053503
11690,1,2010,12,17,4,19,24,0,2.8144740724497956
4167,1,2013,5,1,2,9,2,36,1.4675385463359063
10294,1,2009,3,24,1,20,22,0,1.4172252353950594
5753,5,2014,1,9,3,19,20,0,0.7211933122743482
3818,1,2011,5,7,5,21,47,0,1.869992398375194
9920,1,2012,11,13,1,20,43,0,7.435347416288761
1811,1,2009,8,3,0,10,1,15,1.910258242117351
10588,2,2012,7,27,4,22,7,15,1.129136800220162
16058,2,2014,4,19,5,14,58,57,0.7242621694917872
4999,1,2011,2,28,0,18,37,41,2.479003570731226
8870,1,2012,12,10,0,13,21,0,1.6803547360684608
2966,1,2015,3,9,0,18,55,46,1.000809800652927
1315,1,2013,10,24,3,7,50,0,1.145332490472333
3348,1,2014,10,28,1,23,1,34,0.81600508967066
16061,1,2009,5,20,2,18,56,42,2.088524219654465
205,2,2011,1,14,4,18,10,0,0.5991307859919228
3445,4,2015,3,25,2,23,30,18,0.7923933227805464
5892,5,2011,9,26,0,14,28,0,0.9242333898415006
9560,1,2015,2,1,6,20,45,10,1.67016236392697
6624,1,2009,8,31,0,13,21,17,0.9101230593613409
13184,2,2011,1,30,6,1,57,0,5.760354752556661
9847,1,2013,1,9,2,6,49,0,0.885073673116306
1370,1,2014,1,20,0,6,54,0,1.0493843399477931
2654,2,2009,5,18,0,9,1,53,0.35217529439706907
1194,1,2013,2,10,6,0,7,0,8.004874775013626
1108,1,2009,10,9,4,7,44,38,1.4071789397940195
15564,1,2010,6,30,2,8,44,0,0.9964846811093547
15661,1,2009,6,23,1,14,45,18,1.118717256539754
873,1,2009,5,13,2,7,43,0,1.5536443344835935
10539,1,2011,10,6,3,7,8,30,5.042796176734097
15493,1,2014,2,11,1,14,27,53,1.3955809855212402
9315,1,2014,9,6,5,0,27,0,2.84292666669625
14029,3,2010,6,16,2,22,40,0,0.6008116428425783
11816,4,2009,3,22,6,3,3,19,0.6057047952600072
14118,1,2013,2,11,0,21,45,0,2.0488699133344443
9686,6,2014,5,19,0,16,21,0,1.6574522734535657
7186,1,2014,9,25,3,7,54,0,2.2731224383837025
1625,1,2013,10,18,4,21,20,0,2.164203530697217
7388,4,2009,1,7,2,0,12,45,1.1668476641627488
930,1,2015,3,9,0,20,5,18,2.230654792209892
3155,1,2010,3,20,5,13,44,23,1.1911989271067944
7876,3,2009,11,16,0,15,54,0,1.7055874194658927
7871,2,2012,12,9,6,15,2,15,3.841727200787961
15099,1,2014,6,12,3,20,57,6,6.154831448877905
5175,1,2015,3,19,3,9,26,36,1.7075335701570409
15034,1,2009,3,22,6,0,20,0,4.064788804347454
4229,1,2010,10,28,3,7,11,0,6.8533523248853925
11377,1,2011,11,29,1,18,25,0,1.7691013695461626
78,2,2013,2,6,2,22,16,0,1.4582367404135885
1669,1,2009,7,11,5,16,28,0,1.3793911967410655
14939,1,2011,5,5,3,19,50,29,0.9207132929895174
8469,2,2009,7,2,3,22,18,51,0.7610852510141657
14904,1,2012,12,10,0,19,31,6,1.592803149072451
5720,4,2014,3,22,5,14,13,0,1.2211930497810437
7067,1,2010,5,9,6,11,16,59,1.3109828756827262
11788,1,2011,11,28,0,0,30,7,11.000792272783102
2433,6,2012,11,22,3,16,37,0,4.638196032231849
12366,1,2012,10,8,0,19,20,0,0.6664949390510764
7477,1,2009,6,3,2,16,3,0,4.618846036365058
12987,2,2009,7,31,4,13,35,8,0.7317702913840481
15506,1,2013,5,17,4,14,11,45,0.7186483510300572
15762,5,2010,3,18,3,22,51,0,1.876209468783866
12815,1,2009,8,31,0,23,9,0,1.096577388210945
14978,1,2013,6,3,0,14,17,10,3.659247307097624
5754,1,2009,4,1,2,4,32,8,2.492475608709952
13570,1,2015,2,23,0,13,23,50,1.2446141604879912
10096,1,2014,3,14,4,16,11,53,1.0281421011909913
1133,2,2011,5,23,0,8,6,9,0.8367242359301713
8357,1,2011,9,12,0,14,34,22,0.5785982822309663
4402,1,2011,4,20,2,21,21,25,1.5393519656162513
3919,5,2014,2,27,3,15,28,0,1.977304627178311
12273,1,2012,6,29,4,8,37,0,0.5442597661713503
5409,1,2010,6,16,2,11,46,0,1.2850838949268384
13014,6,2013,9,12,3,14,31,0,0.5684919213937701
7859,5,2012,12,1,5,3,50,0,2.235534764037436
9412,2,2011,9,30,4,17,50,0,1.9841416048972549
15927,1,2013,8,18,6,6,59,0,1.1135164271484033
13432,1,2009,11,1,6,20,36,31,0.8668624456273941
5764,1,2011,2,25,4,2,32,13,3.663466634605777
5432,1,2014,9,11,3,3,40,0,0.6398966888727544
1734,2,2012,5,13,6,3,56,0,3.950192392886625
14805,2,2015,5,18,0,22,22,59,2.0597267529777774
4257,5,2014,10,24,4,12,6,0,2.6953257766441245
13362,2,2009,10,4,6,0,50,33,0.8454338816671706
8507,1,2009,6,2,1,7,15,29,0.2988787975092991
10145,2,2010,10,21,3,21,12,0,1.3429944684203585
15400,3,2010,1,15,4,10,11,38,7.166644064134523
15104,1,2014,3,14,4,8,24,22,1.2136128112751492
12828,1,2014,4,17,3,11,3,17,1.6259938515429375
1609,2,2013,4,21,6,1,28,56,0.35101747797749056
6093,1,2009,7,1,2,15,28,0,1.1445183113869526
284,2,2012,7,30,0,16,19,8,0.6547385188570198
8086,2,2012,1,30,0,13,2,27,0.6044221713665587
7090,1,2011,12,25,6,7,15,37,1.2605322572117197
3772,1,2015,6,10,2,20,46,18,0.9693418534289701
1283,1,2011,8,24,2,21,6,0,0.9428032590936747
3004,1,2012,1,18,2,23,41,41,2.8018193211351607
1707,1,2013,3,5,1,21,57,19,4.912711929328357
5034,1,2012,2,24,4,15,11,0,2.2238286712550046
676,1,2013,4,12,4,19,57,22,12.270588053776725
12702,1,2009,4,4,5,23,23,0,1.3438065481982433
14858,1,2009,7,7,1,8,48,0,1.23722760116264
244,1,2013,9,9,0,22,12,59,0.6356894937912635
5958,5,2009,7,5,6,16,51,0,6.049401618732635
1676,4,2011,4,22,4,21,38,0,2.082720145171183
989,1,2013,2,27,2,16,8,15,0.5293153440505107
10516,5,2010,2,9,1,14,29,0,0.41131545347424087
11143,3,2013,9,27,4,8,10,18,1.3381072043833722
13476,1,2010,7,21,2,11,15,0,1.484783910842264
9075,5,2010,10,17,6,16,5,0,0.4296141022945406
3296,3,2012,12,2,6,0,13,0,3.033331339860581
11059,1,2015,1,28,2,21,59,8,2.1987692632395346
6323,5,2011,1,29,5,12,32,0,2.952284069830921
13002,1,2010,11,13,5,16,37,0,0.7509053701337925
7441,6,2011,5,9,0,13,9,0,0.9877869768646061
5119,2,2010,1,13,2,13,18,0,5.7790478032863195
11250,1,2010,11,25,3,23,47,0,3.529497171186277
13767,1,2012,5,4,4,1,43,0,1.6456104877947095
5615,5,2011,6,16,3,13,15,0,1.0293460352640376
10521,1,2013,12,31,1,12,42,39,4.2355953624071585
9165,1,2014,4,12,5,1,55,27,0.6455708721379507
14501,1,2015,3,20,4,16,8,32,1.1498158314398315
2123,3,2010,4,24,5,0,47,0,3.5944556946954167
76,1,2010,12,4,5,14,26,13,0.9280495407342617
13924,1,2013,7,21,6,17,20,26,2.873865958251633
1735,1,2012,6,11,0,1,22,11,3.1167679257297283
14727,1,2014,2,1,5,13,17,0,1.1048710054010402
11074,2,2013,6,7,4,10,57,0,4.7698529057695325
6876,1,2012,12,9,6,14,47,3,0.8749094588059565
13092,1,2012,7,23,0,20,37,0,3.79723106713504
8914,1,2015,2,11,2,18,46,34,1.2716741929207622
13490,1,2011,7,23,5,12,25,44,2.2681029118976634
9745,1,2010,12,11,5,15,21,8,4.493400316046281
6187,1,2014,2,23,6,4,6,26,4.944693132443258
14584,1,2014,7,26,5,1,43,4,2.4096441262559813
2191,1,2013,4,17,2,14,12,0,6.113940031628078
8046,1,2013,6,26,2,20,6,0,2.1826524416535764
1942,1,2010,3,26,4,15,3,0,1.8541324627719757
8778,1,2011,4,28,3,8,11,0,0.42436677087052893
9125,1,2012,12,27,3,23,45,0,1.352419643954693
8398,1,2013,7,18,3,19,18,0,0.5327526166164372
6037,1,2014,6,5,3,20,15,10,0.4120570823568919
5225,1,2013,6,3,0,7,1,17,1.0685078232356722
1407,6,2015,1,19,0,11,54,29,0.6864001487300441
7489,1,2011,7,6,2,23,12,4,2.804212163945252
7242,1,2013,11,16,5,4,55,0,5.048119968085641
7597,1,2012,3,26,0,8,0,7,2.941311395513796
937,1,2009,3,19,3,16,15,36,0.4198452564043365
13575,2,2012,3,23,4,1,37,0,1.2138617516550718
5801,1,2010,8,15,6,13,4,0,0.8461899077221003
8936,2,2009,8,30,6,15,11,52,0.44239816584595515
4351,1,2012,1,19,3,21,26,25,1.3014435268661382
9394,1,2013,11,11,0,22,5,0,1.8588452203857018
2634,2,2009,6,24,2,6,26,0,0.40441328868150284
13671,2,2014,11,2,6,22,5,5,1.02529444164841
9360,1,2014,12,31,2,8,29,0,0.7035630135908
3958,2,2014,12,21,6,3,57,24,0.5119741335135309
2798,1,2012,6,18,0,15,21,52,0.39169120962557125
3295,1,2010,4,25,6,8,50,35,1.7581622591500061
3644,2,2011,11,23,2,20,31,0,0.9657878507337654
11299,1,2012,12,30,6,13,30,23,2.127978039925579
5567,3,2009,5,29,4,7,52,42,0.6636832180758881
10004,2,2009,1,1,3,16,52,0,1.7352042364953506
6622,1,2011,10,12,2,5,28,1,0.48520961640511634
5738,3,2011,3,27,6,4,8,0,10.585045822899358
14724,3,2013,11,20,2,19,51,0,0.44912773862727773
11083,1,2009,11,11,2,21,5,59,0.6849162424205315
9302,1,2009,1,11,6,14,43,32,2.5659525338433316
9295,1,2013,10,10,3,23,39,27,0.6922830345608603
14627,1,2009,12,28,0,8,17,0,0.44372268157337125
6314,1,2014,6,2,0,14,4,0,0.6010968709354613
27,3,2011,6,28,1,19,47,0,0.20433174471725693
2338,1,2012,11,18,6,15,24,0,6.741188932027127
9496,1,2009,4,10,4,12,39,56,1.748459668556054
5411,1,2013,7,8,0,22,20,29,1.3905786277012933
8186,1,2013,10,13,6,21,27,33,6.068683389508335
6219,2,2013,11,13,2,14,51,0,0.943583096247732
12817,1,2014,12,11,3,14,53,31,3.19007686043767
3477,1,2011,5,2,0,9,45,0,3.75870668353126
5215,5,2012,8,31,4,23,49,0,1.9959227392389665
5479,1,2009,11,20,4,12,6,55,0.6056209095834416
2368,1,2010,3,14,6,20,14,58,4.130977286500649
6828,1,2015,6,17,2,17,33,41,2.9249841823046396
11642,2,2011,6,25,5,12,8,0,0.7004617356710188
10399,1,2015,2,14,5,12,10,28,3.69447786858432
9366,1,2013,2,20,2,19,48,0,2.2039335917848315
15650,1,2013,4,25,3,23,44,0,2.9663569632555657
9670,1,2011,1,13,3,15,43,47,1.1868430281401663
10545,1,2012,12,21,4,20,36,0,4.333509907676337
15248,1,2012,1,8,6,14,11,55,0.5048881993071668
3554,1,2013,1,12,5,22,12,13,2.107528307659661
530,1,2010,2,17,2,22,51,0,2.5590876523110664
15968,1,2012,1,12,3,22,54,0,1.7658804938971318
4979,1,2013,7,14,6,8,41,3,2.778291213045004
3179,1,2009,4,8,2,9,12,0,1.263216162442165
4102,3,2010,1,22,4,20,38,0,1.1574792503189564
2314,1,2013,7,12,4,5,56,50,3.5586560842592783
5528,1,2015,4,19,6,2,16,7,0.9968898740533472
5690,1,2011,1,9,6,16,19,16,2.596184724840595
556,1,2014,10,25,5,2,16,35,1.313804580371869
6143,1,2014,11,23,6,20,17,0,4.905377091714484
1183,1,2009,5,18,0,1,2,39,3.2477674838613027
6754,1,2015,6,13,5,2,39,9,4.3361815943295685
6127,5,2011,10,5,2,8,15,0,1.1039085047107167
9357,4,2012,4,13,4,21,25,59,1.3433530972665861
15938,1,2010,5,18,1,13,59,0,1.0527710784202262
6977,2,2009,2,5,3,14,53,16,0.46571366526809865
6225,1,2009,4,29,2,12,48,44,4.0094031508186205
10035,1,2014,3,11,1,18,39,44,0.5948045925180033
11719,1,2013,10,15,1,6,58,0,0.8738930152980928
3068,1,2010,7,21,2,17,39,0,3.126368354500834
8276,1,2013,4,25,3,21,26,7,3.314044894949036
10462,5,2012,3,6,1,9,56,0,2.6446761583834077
15213,1,2010,7,24,5,7,5,23,0.43969332901843455
5534,1,2015,1,25,6,20,45,43,1.5245179799620288
5539,1,2014,5,12,0,20,52,16,3.5893701707294845
5969,2,2011,11,4,4,15,56,14,1.05819191869216
7877,1,2010,10,19,1,7,0,0,1.1755060609182792
2270,1,2013,8,6,1,21,34,0,6.17779711428036
3824,1,2015,5,18,0,10,44,6,0.3375548903250657
1749,1,2015,3,10,1,12,20,37,0.7813942771647343
16063,2,2009,7,13,0,7,58,0,4.884683606609168
14022,2,2013,2,10,6,1,0,27,0.5809739457704175
2664,1,2012,12,24,0,9,48,27,1.0677341856221056
5955,5,2013,6,11,1,19,27,0,0.4191979270424725
7919,1,2011,3,9,2,21,49,7,0.8933932714727304
13964,1,2014,2,5,2,18,39,30,0.6009865122528136
8997,1,2013,9,28,5,22,42,0,3.9721323050778112
3816,2,2011,2,21,0,19,15,0,0.5077584521087448
4504,1,2012,4,24,1,18,57,20,1.007625444601669
1682,1,2013,3,2,5,13,8,0,0.7610303071224052
2955,1,2013,5,20,0,20,0,49,2.6314323139620552
11880,5,2013,10,9,2,19,53,0,2.8957754768137836
1653,1,2010,6,9,2,21,48,37,3.836241944815697
5921,5,2012,8,5,6,19,36,0,1.9698222684882867
7661,2,2014,1,30,3,8,42,0,0.44853154988395577
4942,1,2009,9,24,3,20,1,59,0.7750515686547992
2128,1,2009,3,2,0,20,24,0,3.0790766256718873
11435,1,2013,4,6,5,19,1,34,1.7299517828025488
9051,1,2013,8,26,0,15,38,10,0.7437254510623165
2651,2,2009,9,1,1,15,22,0,1.4416911738277582
973,1,2014,8,18,0,6,22,11,0.9680315898718987
2212,1,2010,4,8,3,14,29,3,1.0208367179947464
9488,1,2010,4,28,2,12,0,53,1.3832528095607357
5609,1,2014,7,23,2,19,54,0,2.1951955914017596
4705,1,2010,12,23,3,9,3,0,3.0819491411147633
10130,1,2012,11,10,5,0,39,0,1.5227378433546979
13412,1,2014,3,2,6,19,59,0,0.609831334820714
10216,1,2011,6,23,3,17,26,0,2.0916830935197974
5235,1,2013,6,19,2,20,12,30,3.912403285600149
9892,1,2013,3,26,1,11,22,21,0.7369645630191773
9145,2,2011,2,9,2,14,31,0,1.0681620383128603
14040,1,2013,9,23,0,13,55,0,0.9219074082966006
7834,1,2015,3,7,5,16,12,51,2.7230638426875258
563,1,2014,8,5,1,20,46,20,2.566979378834735
13398,5,2009,10,20,1,11,37,0,6.207398417445063
14236,1,2011,5,29,6,4,45,16,5.341207628843218
8519,1,2013,9,24,1,11,8,30,0.38356355271676024
15823,5,2009,9,23,2,14,44,0,1.7418108977296842
3596,1,2010,3,16,1,5,44,34,2.560812330842467
4290,5,2010,1,13,2,8,6,0,1.8387912658929533
13863,1,2015,4,8,2,0,57,41,1.76457393527111
11155,1,2009,4,8,2,18,23,0,3.361178346825374
1338,1,2013,8,19,0,12,37,0,0.8047272616465262
8771,1,2011,7,5,1,13,49,35,0.25245354382738944
14371,4,2010,1,29,4,7,52,0,1.708246725956924
10866,1,2013,9,20,4,6,46,46,0.33515445450058695
7553,1,2012,8,10,4,21,12,0,1.3587628633640463
8349,4,2014,3,31,0,14,19,0,1.130841298692959
11177,1,2012,7,23,0,20,34,7,1.5706467697675963
14449,1,2015,6,6,5,5,15,46,2.7134348122044645
8231,3,2009,1,26,0,21,21,0,1.6110763363119291
7449,1,2010,5,9,6,11,23,3,0.9563983707240024
12926,1,2011,10,11,1,0,15,0,2.2460082853782612
11510,1,2009,11,20,4,11,49,0,1.7347652609560926
2036,2,2015,5,3,6,20,55,17,3.8269407856018294
2711,1,2011,1,14,4,17,7,36,0.9465629221115632
2745,1,2012,12,1,5,18,8,21,0.5945072937189338
13963,1,2013,2,2,5,15,51,30,1.8227625646289485
6998,5,2009,2,8,6,10,10,0,5.1794533952041535
1508,1,2009,12,26,5,21,34,24,0.7197365000712231
10894,1,2009,11,20,4,7,55,11,1.3910444038679672
12001,1,2012,6,25,0,9,27,0,0.8077972695990793
10289,1,2011,2,3,3,17,5,5,1.2085731651002405
10029,1,2015,1,3,5,18,47,6,0.8744800104506447
4868,1,2012,5,23,2,14,22,0,1.7903214777126615
2466,2,2010,1,26,1,15,34,53,0.7878423601946574
15936,2,2012,5,10,3,8,29,53,0.6840962844014621
2246,1,2010,5,17,0,20,49,0,2.224012317340319
9158,1,2009,2,23,0,7,23,23,7.719056453540077
1241,1,2011,9,6,1,21,33,0,0.8788763826316538
11145,1,2015,1,23,4,17,0,54,10.467874669305992
15761,1,2009,12,30,2,21,13,0,2.28517133787176
11000,1,2011,8,12,4,23,20,53,2.506200251654731
15087,1,2010,5,2,6,14,27,2,1.1296224139045943
535,5,2013,1,13,6,13,38,0,0.8463256641746492
3201,1,2015,4,15,2,20,55,38,1.4867587724756506
12733,5,2013,9,30,0,21,41,0,3.7831983719036346
11590,1,2013,10,26,5,17,59,52,1.3034832821823923
12418,1,2009,5,5,1,7,48,0,1.321602291206846
5660,2,2012,9,18,1,22,50,0,1.5647422736815753
12491,1,2013,6,17,0,6,57,3,3.157430499454145
4205,1,2011,8,14,6,11,38,32,1.435438655432831
12796,1,2014,6,10,1,10,2,7,2.166402379779787
578,3,2010,3,25,3,10,20,0,0.3884380801105004
15384,1,2014,8,22,4,0,41,23,1.7437302250165025
15362,1,2013,5,4,5,22,14,41,4.128332276526999
7142,1,2011,7,28,3,16,26,0,3.060413929077275
6295,1,2010,4,7,2,18,51,0,3.1811060739100387
14273,1,2011,6,3,4,10,19,53,0.9509728046055178
12745,1,2011,2,27,6,20,14,42,0.8835825623046678
8143,1,2013,9,9,0,18,15,0,1.9480996755761484
14031,1,2013,5,1,2,12,47,0,0.2745990365759618
12129,6,2015,4,10,4,12,28,56,0.890640252037205
7244,1,2011,2,4,4,12,11,5,1.3651631450455097
13276,1,2010,2,17,2,20,41,0,1.1379836375233745
684,1,2012,2,21,1,12,13,11,3.227236551055695
10205,4,2012,11,24,5,21,22,58,1.4306587125199692
15118,1,2011,1,8,5,13,9,0,1.1779345541108126
10580,1,2011,9,11,6,11,19,0,5.744012795607796
13869,1,2010,4,10,5,9,22,24,3.885107916307391
5476,1,2014,1,12,6,17,47,23,2.980116884517262
976,2,2011,12,24,5,11,45,0,4.141443032270095
11170,1,2012,10,31,2,13,54,58,0.6196123228396304
5793,1,2014,4,18,4,23,45,14,0.6560476821576768
12087,1,2012,1,14,5,9,34,26,1.55283486946987
5336,1,2011,12,28,2,1,16,16,1.073726873088186
1448,1,2011,3,3,3,22,26,7,1.1584353409354708
4236,1,2014,5,4,6,5,22,16,0.7936949877069515
13116,1,2015,1,3,5,10,22,15,1.2161099369322164
9418,1,2010,7,22,3,3,50,24,2.320095555555869
2259,1,2013,7,25,3,21,56,0,0.42898476904793004
1656,1,2012,4,14,5,14,45,0,0.9189994038092831
3312,1,2010,9,3,4,16,21,0,0.4783378734265571
4,1,2010,3,9,1,7,51,0,1.2417095614307978
4115,1,2012,2,2,3,14,30,48,0.8136129306955007
15883,2,2014,2,9,6,0,37,0,3.5444772995333493
13517,1,2012,11,18,6,23,53,0,2.619142573287565
2494,1,2010,12,31,4,1,1,54,1.2581540053396063
6514,1,2011,12,3,5,4,22,0,7.840131211803312
4357,3,2012,6,25,0,23,17,55,4.283832099077659
15522,6,2013,7,16,1,21,16,0,2.4943909648309734
2567,1,2009,2,25,2,16,55,0,7.622879898784724
15363,6,2014,10,23,3,20,49,0,1.5291420529986905
10122,1,2015,5,14,3,18,10,4,0.5272589045142142
10073,1,2012,2,23,3,18,2,0,1.2910309909249758
12897,1,2013,9,27,4,20,5,0,2.660093661393119
13489,5,2011,3,10,3,0,56,0,0.8643453541444167
2253,1,2010,11,21,6,17,7,0,1.769659726413116
5367,1,2011,2,28,0,11,16,0,0.5074709229306783
5865,2,2013,4,12,4,23,33,56,0.5720617938925028
2427,2,2009,3,20,4,17,2,0,0.7475402399082375
1913,2,2013,1,24,3,20,38,0,0.665949930167895
10290,2,2012,10,27,5,1,56,0,2.234347726888449
11465,1,2009,2,21,5,15,40,0,1.1538129817159324
7932,1,2013,11,18,0,14,18,36,0.7046440697256054
3177,1,2009,6,17,2,15,20,21,2.3429923875068153
247,1,2013,5,11,5,19,51,0,3.001995602066265
12601,1,2014,7,18,4,8,33,0,3.061523437796433
5787,1,2011,5,2,0,19,46,17,1.5691714774122532
12775,1,2012,12,4,1,8,14,0,1.3172697110377016
7140,1,2010,2,17,2,12,17,7,5.37902272791119
11783,5,2011,1,16,6,21,18,0,0.7892045389657582
2305,1,2009,11,10,1,7,21,0,0.8724600607272754
1301,1,2013,4,28,6,12,54,13,1.2523040124009186
13795,1,2013,7,20,5,10,7,9,5.360017039438086
7040,1,2009,3,21,5,0,40,41,6.285004198476266
12494,1,2009,8,29,5,8,5,7,1.1844185276573274
1266,2,2009,10,22,3,23,11,0,0.7641406108521188
11718,1,2012,10,5,4,17,32,28,1.4475423727064152
6414,1,2013,7,3,2,16,37,0,1.1713798103196857
3302,1,2014,7,25,4,23,57,52,5.985786348013246
11265,5,2011,5,8,6,23,22,0,3.0714977336786045
6454,1,2010,9,30,3,15,13,0,0.7789084324217032
11195,1,2014,12,22,0,17,46,0,1.7668944032814091
459,1,2014,7,20,6,11,49,33,6.4976747785621685
9100,1,2012,9,2,6,23,38,28,2.795773097930386
12645,2,2011,12,23,4,23,4,27,1.260710853795025
11897,2,2015,2,10,1,8,47,40,0.666706167812832
13584,1,2014,3,11,1,3,28,13,0.9910155852184324
6140,1,2013,12,11,2,13,58,53,1.390238368231721
5570,1,2013,4,6,5,1,47,0,1.1750826722407182
8688,1,2009,9,19,5,19,41,35,0.8864720785291502
10997,5,2009,4,29,2,23,36,0,0.6284948694608284
812,1,2013,7,19,4,18,55,0,6.1249705165842245
6902,1,2011,5,20,4,9,48,48,2.6676194498503083
12696,1,2013,10,3,3,0,43,58,2.220640249627725
1862,1,2014,11,13,3,9,44,53,0.8229287023473395
14219,1,2013,2,7,3,7,34,42,1.2994550476733637
3638,1,2014,11,13,3,8,20,31,1.5377658382863666
13647,2,2013,6,4,1,19,36,0,1.6181548233524048
15651,1,2010,9,26,6,13,16,0,2.7444905417488767
15836,1,2012,11,7,2,19,26,0,0.286285186388958
8693,5,2010,12,13,0,14,44,0,1.0565905396898105
4000,1,2009,7,17,4,15,59,28,0.5690390758698941
13895,2,2014,4,14,0,19,33,0,5.438538679922269
8496,2,2009,4,8,2,21,21,57,3.859653508100154
13441,1,2011,9,24,5,7,8,8,4.133186530723131
14368,1,2010,10,15,4,17,8,11,4.308299337731447
2858,1,2012,8,9,3,18,24,37,1.5408637105974248
9566,1,2012,11,4,6,9,56,0,2.2064883668594732
14719,2,2013,11,12,1,13,10,0,1.6257505075513032
8703,1,2014,2,4,1,22,23,38,0.8701625644394011
15126,2,2011,10,17,0,11,49,0,2.4396457287253006
4510,1,2009,1,15,3,21,19,0,1.2345241698278746
10634,1,2011,7,10,6,19,46,0,2.9532698035762324
4291,1,2012,5,7,0,15,49,0,10.990686340364412
11110,3,2013,3,1,4,20,55,48,3.4510851436844616
13262,1,2011,11,17,3,8,31,44,0.5987365950634456
7576,1,2013,7,18,3,11,12,0,6.99573633331873
2167,1,2009,10,8,3,4,25,9,3.269149015756175
13344,1,2009,10,10,5,4,22,51,1.1126043592940105
28,1,2012,5,4,4,6,11,20,2.528723422082159
9210,1,2009,2,27,4,20,57,0,5.916072668778242
13955,5,2011,11,25,4,5,26,0,1.430374064142716
9297,1,2014,10,21,1,10,36,3,0.30383783956458016
10251,1,2015,1,16,4,11,10,11,1.6921644775455627
9760,6,2015,3,3,1,19,11,29,3.713058339782165
6860,1,2009,10,25,6,16,42,0,5.5030154445703054
10314,1,2010,11,10,2,19,43,28,0.675418003480868
6138,1,2013,3,20,2,11,1,30,1.4745256701252405
4045,1,2009,8,10,0,13,11,0,1.265984143548458
8285,2,2012,2,2,3,9,4,0,2.2921683513636872
5143,5,2011,5,28,5,23,38,0,2.9289879055066366
14855,6,2010,5,16,6,18,5,10,0.332742056235607
647,1,2014,7,9,2,14,51,0,1.99402848737772
8260,1,2010,12,5,6,17,26,0,0.8278823789534778
3700,1,2013,2,8,4,19,45,7,2.4697644230671925
13836,1,2010,5,12,2,17,30,0,6.263999259069841
10501,1,2010,1,15,4,11,48,0,0.9038412583519679
13826,1,2013,7,16,1,16,25,46,1.6382770176596182
14281,1,2012,6,22,4,23,44,0,1.2552124314297357
2509,1,2014,7,6,6,4,34,43,3.3394867200786487
8885,1,2011,11,3,3,0,48,0,6.805670074140498
3575,1,2011,1,27,3,19,22,0,0.8840734834655535
2817,1,2011,6,29,2,22,45,24,2.3395924864005777
10176,1,2011,4,27,2,11,18,16,2.0975708864964
2871,1,2013,1,15,1,13,36,37,0.8153483984721572
2453,2,2009,5,6,2,3,50,44,1.361484327608468
5361,1,2009,9,4,4,13,2,9,1.2688985408266147
1307,1,2014,7,3,3,15,42,0,1.3011198267416626
2987,1,2010,3,30,1,19,52,14,1.3071491863549494
4838,1,2014,4,7,0,8,11,8,0.8900715623184903
8987,2,2015,2,22,6,2,1,23,0.4392625304171057
8633,1,2013,11,4,0,12,40,0,1.170283276145519
14230,2,2013,2,2,5,19,30,0,3.7007176241182473
8219,2,2010,4,15,3,22,52,49,3.349980717316997
614,1,2009,11,7,5,14,13,0,0.8735889302947266
3086,1,2014,7,15,1,20,43,1,2.8281405638620236
6890,1,2009,10,13,1,8,44,0,0.9942873914784582
14075,3,2009,8,4,1,13,40,0,0.9027508936221331
8399,2,2009,2,25,2,19,9,0,2.160026433557911
9205,1,2015,5,8,4,17,24,31,0.7985294596212532
14136,1,2012,2,18,5,13,7,0,2.7292596300532583
12030,1,2009,4,2,3,10,34,1,0.6818012871335518
12468,1,2014,4,19,5,17,5,30,0.6229340812552734
292,1,2009,8,31,0,10,25,0,1.244987772663515
10046,1,2009,6,21,6,21,5,54,1.227401468892737
11680,1,2013,7,23,1,7,23,13,0.8303109331810308
777,1,2010,10,20,2,18,19,41,0.6200525141927824
8845,1,2014,6,28,5,19,39,0,0.8008721486805338
7599,2,2009,9,28,0,21,11,0,10.052320966983071
12385,1,2011,4,12,1,12,22,0,0.41124428875124713
2182,1,2015,3,18,2,1,35,59,5.2698511941347475
5314,1,2014,3,18,1,0,19,45,3.773942924707297
14014,1,2010,7,6,1,21,5,22,0.7514287643990385
7540,1,2009,9,12,5,10,29,8,0.708245248552954
11611,2,2012,6,4,0,12,44,23,0.8397683173092195
12554,1,2015,5,4,0,20,33,37,3.5618144286578572
2428,2,2013,8,16,4,16,5,0,3.320786179271643
10587,1,2014,11,1,5,16,11,0,0.3904801454980772
1074,2,2012,10,27,5,2,39,0,0.5210039738620744
1017,1,2013,6,1,5,0,19,0,0.9560087126761231
837,1,2015,5,2,5,23,49,41,0.953213379812125
4094,2,2009,5,18,0,8,38,0,1.1984531730199477
9793,1,2009,11,20,4,14,14,47,0.6675845110001912
